time,congestion
1991-08-11 23:40:00,58
1991-08-12 00:00:00,58
1991-08-12 00:20:00,58
1991-08-12 00:40:00,58
1991-08-12 01:00:00,58
1991-08-12 01:20:00,58
1991-08-12 01:40:00,50
1991-08-12 02:00:00,50
1991-08-12 02:20:00,50
1991-08-12 02:40:00,50
1991-08-12 03:00:00,50
1991-08-12 03:20:00,50
1991-08-12 03:40:00,50
1991-08-12 04:00:00,50
1991-08-12 04:20:00,50
1991-08-12 04:40:00,43
1991-08-12 05:00:00,67
1991-08-12 05:20:00,42
1991-08-12 05:40:00,42
1991-08-12 06:00:00,47
1991-08-12 06:20:00,43
1991-08-12 06:40:00,38
1991-08-12 07:00:00,38
1991-08-12 07:20:00,53
1991-08-12 07:40:00,67
1991-08-12 08:00:00,58
1991-08-12 08:20:00,38
1991-08-12 08:40:00,55
1991-08-12 09:00:00,63
1991-08-12 09:20:00,63
1991-08-12 09:40:00,60
1991-08-12 10:00:00,50
1991-08-12 10:20:00,40
1991-08-12 10:40:00,53
1991-08-12 11:00:00,70
1991-08-12 11:20:00,52
1991-08-12 11:40:00,53
1991-08-12 12:00:00,55
1991-08-12 12:20:00,52
1991-08-12 12:40:00,50
1991-08-12 13:00:00,67
1991-08-12 13:20:00,53
1991-08-12 13:40:00,53
1991-08-12 14:00:00,62
1991-08-12 14:20:00,83
1991-08-12 14:40:00,77
1991-08-12 15:00:00,80
1991-08-12 15:20:00,52
1991-08-12 15:40:00,58
1991-08-12 16:00:00,57
1991-08-12 16:20:00,67
1991-08-12 16:40:00,33
1991-08-12 17:00:00,80
1991-08-12 17:20:00,67
1991-08-12 17:40:00,50
1991-08-12 18:00:00,60
1991-08-12 18:20:00,52
1991-08-12 18:40:00,60
1991-08-12 19:00:00,58
1991-08-12 19:20:00,45
1991-08-12 19:40:00,57
1991-08-12 20:00:00,67
1991-08-12 20:20:00,63
1991-08-12 20:40:00,57
1991-08-12 21:00:00,50
1991-08-12 21:20:00,50
1991-08-12 21:40:00,68
1991-08-12 22:00:00,50
1991-08-12 22:20:00,47
1991-08-12 22:40:00,43
1991-08-12 23:00:00,43
1991-08-12 23:20:00,43
1991-08-12 23:40:00,43
1991-08-13 00:00:00,43
1991-08-13 00:20:00,43
1991-08-13 00:40:00,43
1991-08-13 01:00:00,43
1991-08-13 01:20:00,43
1991-08-13 01:40:00,43
1991-08-13 02:00:00,43
1991-08-13 02:20:00,43
1991-08-13 02:40:00,43
1991-08-13 03:00:00,43
1991-08-13 03:20:00,43
1991-08-13 03:40:00,43
1991-08-13 04:00:00,43
1991-08-13 04:20:00,43
1991-08-13 04:40:00,43
1991-08-13 05:00:00,53
1991-08-13 05:20:00,43
1991-08-13 05:40:00,75
1991-08-13 06:00:00,43
1991-08-13 06:20:00,37
1991-08-13 06:40:00,47
1991-08-13 07:00:00,53
1991-08-13 07:20:00,67
1991-08-13 07:40:00,68
1991-08-13 08:00:00,60
1991-08-13 08:20:00,67
1991-08-13 08:40:00,73
1991-08-13 09:00:00,67
1991-08-13 09:20:00,53
1991-08-13 09:40:00,53
1991-08-13 10:00:00,53
1991-08-13 10:20:00,67
1991-08-13 10:40:00,63
1991-08-13 11:00:00,45
1991-08-13 11:20:00,50
1991-08-13 11:40:00,48
1991-08-13 12:00:00,53
1991-08-13 12:20:00,50
1991-08-13 12:40:00,50
1991-08-13 13:00:00,50
1991-08-13 13:20:00,43
1991-08-13 13:40:00,53
1991-08-13 14:00:00,37
1991-08-13 14:20:00,53
1991-08-13 14:40:00,53
1991-08-13 15:00:00,67
1991-08-13 15:20:00,53
1991-08-13 15:40:00,30
1991-08-13 16:00:00,57
1991-08-13 16:20:00,68
1991-08-13 16:40:00,38
1991-08-13 17:00:00,63
1991-08-13 17:20:00,40
1991-08-13 17:40:00,53
1991-08-13 18:00:00,53
1991-08-13 18:20:00,38
1991-08-13 18:40:00,43
1991-08-13 19:00:00,45
1991-08-13 19:20:00,47
1991-08-13 19:40:00,47
1991-08-13 20:00:00,43
1991-08-13 20:20:00,43
1991-08-13 20:40:00,57
1991-08-13 21:00:00,67
1991-08-13 21:20:00,47
1991-08-13 21:40:00,27
1991-08-13 22:00:00,37
1991-08-13 22:20:00,40
1991-08-13 22:40:00,40
1991-08-13 23:00:00,23
1991-08-13 23:20:00,23
1991-08-13 23:40:00,23
1991-08-14 00:00:00,23
1991-08-14 00:20:00,23
1991-08-14 00:40:00,23
1991-08-14 01:00:00,23
1991-08-14 01:20:00,23
1991-08-14 01:40:00,23
1991-08-14 02:00:00,23
1991-08-14 02:20:00,23
1991-08-14 02:40:00,23
1991-08-14 03:00:00,23
1991-08-14 03:20:00,23
1991-08-14 03:40:00,23
1991-08-14 04:00:00,23
1991-08-14 04:20:00,23
1991-08-14 04:40:00,10
1991-08-14 05:00:00,70
1991-08-14 05:20:00,37
1991-08-14 05:40:00,48
1991-08-14 06:00:00,63
1991-08-14 06:20:00,47
1991-08-14 06:40:00,52
1991-08-14 07:00:00,48
1991-08-14 07:20:00,55
1991-08-14 07:40:00,62
1991-08-14 08:00:00,50
1991-08-14 08:20:00,50
1991-08-14 08:40:00,52
1991-08-14 09:00:00,37
1991-08-14 09:20:00,42
1991-08-14 09:40:00,47
1991-08-14 10:00:00,37
1991-08-14 10:20:00,50
1991-08-14 10:40:00,67
1991-08-14 11:00:00,48
1991-08-14 11:20:00,57
1991-08-14 11:40:00,43
1991-08-14 12:00:00,62
1991-08-14 12:20:00,63
1991-08-14 12:40:00,45
1991-08-14 13:00:00,77
1991-08-14 13:20:00,50
1991-08-14 13:40:00,52
1991-08-14 14:00:00,52
1991-08-14 14:20:00,57
1991-08-14 14:40:00,50
1991-08-14 15:00:00,52
1991-08-14 15:20:00,63
1991-08-14 15:40:00,67
1991-08-14 16:00:00,47
1991-08-14 16:20:00,52
1991-08-14 16:40:00,57
1991-08-14 17:00:00,50
1991-08-14 17:20:00,73
1991-08-14 17:40:00,50
1991-08-14 18:00:00,32
1991-08-14 18:20:00,57
1991-08-14 18:40:00,67
1991-08-14 19:00:00,60
1991-08-14 19:20:00,50
1991-08-14 19:40:00,57
1991-08-14 20:00:00,57
1991-08-14 20:20:00,73
1991-08-14 20:40:00,60
1991-08-14 21:00:00,57
1991-08-14 21:20:00,45
1991-08-14 21:40:00,53
1991-08-14 22:00:00,42
1991-08-14 22:20:00,53
1991-08-14 22:40:00,77
1991-08-14 23:00:00,37
1991-08-14 23:20:00,37
1991-08-14 23:40:00,37
1991-08-15 00:00:00,37
1991-08-15 00:20:00,37
1991-08-15 00:40:00,37
1991-08-15 01:00:00,37
1991-08-15 01:20:00,37
1991-08-15 01:40:00,37
1991-08-15 02:00:00,47
1991-08-15 02:20:00,47
1991-08-15 02:40:00,47
1991-08-15 03:00:00,47
1991-08-15 03:20:00,47
1991-08-15 03:40:00,47
1991-08-15 04:00:00,47
1991-08-15 04:20:00,47
1991-08-15 04:40:00,43
1991-08-15 05:00:00,57
1991-08-15 05:20:00,48
1991-08-15 05:40:00,52
1991-08-15 06:00:00,47
1991-08-15 06:20:00,42
1991-08-15 06:40:00,48
1991-08-15 07:00:00,50
1991-08-15 07:20:00,48
1991-08-15 07:40:00,48
1991-08-15 08:00:00,60
1991-08-15 08:20:00,78
1991-08-15 08:40:00,55
1991-08-15 09:00:00,50
1991-08-15 09:20:00,63
1991-08-15 09:40:00,50
1991-08-15 10:00:00,40
1991-08-15 10:20:00,53
1991-08-15 10:40:00,67
1991-08-15 11:00:00,47
1991-08-15 11:20:00,40
1991-08-15 11:40:00,53
1991-08-15 12:00:00,55
1991-08-15 12:20:00,58
1991-08-15 12:40:00,53
1991-08-15 13:00:00,63
1991-08-15 13:20:00,40
1991-08-15 13:40:00,33
1991-08-15 14:00:00,73
1991-08-15 14:20:00,63
1991-08-15 14:40:00,68
1991-08-15 15:00:00,33
1991-08-15 15:20:00,68
1991-08-15 15:40:00,65
1991-08-15 16:00:00,53
1991-08-15 16:20:00,52
1991-08-15 16:40:00,77
1991-08-15 17:00:00,58
1991-08-15 17:20:00,47
1991-08-15 17:40:00,55
1991-08-15 18:00:00,43
1991-08-15 18:20:00,60
1991-08-15 18:40:00,68
1991-08-15 19:00:00,47
1991-08-15 19:20:00,47
1991-08-15 19:40:00,53
1991-08-15 20:00:00,43
1991-08-15 20:20:00,57
1991-08-15 20:40:00,57
1991-08-15 21:00:00,63
1991-08-15 21:20:00,50
1991-08-15 21:40:00,38
1991-08-15 22:00:00,50
1991-08-15 22:20:00,43
1991-08-15 22:40:00,37
1991-08-15 23:00:00,37
1991-08-15 23:20:00,37
1991-08-15 23:40:00,37
1991-08-16 00:00:00,37
1991-08-16 00:20:00,37
1991-08-16 00:40:00,37
1991-08-16 01:00:00,37
1991-08-16 01:20:00,37
1991-08-16 01:40:00,40
1991-08-16 02:00:00,40
1991-08-16 02:20:00,40
1991-08-16 02:40:00,40
1991-08-16 03:00:00,40
1991-08-16 03:20:00,40
1991-08-16 03:40:00,40
1991-08-16 04:00:00,40
1991-08-16 04:20:00,40
1991-08-16 04:40:00,33
1991-08-16 05:00:00,60
1991-08-16 05:20:00,40
1991-08-16 05:40:00,90
1991-08-16 06:00:00,67
1991-08-16 06:20:00,55
1991-08-16 06:40:00,47
1991-08-16 07:00:00,47
1991-08-16 07:20:00,52
1991-08-16 07:40:00,58
1991-08-16 08:00:00,63
1991-08-16 08:20:00,80
1991-08-16 08:40:00,60
1991-08-16 09:00:00,53
1991-08-16 09:20:00,53
1991-08-16 09:40:00,53
1991-08-16 10:00:00,50
1991-08-16 10:20:00,53
1991-08-16 10:40:00,57
1991-08-16 11:00:00,43
1991-08-16 11:20:00,40
1991-08-16 11:40:00,77
1991-08-16 12:00:00,77
1991-08-16 12:20:00,52
1991-08-16 12:40:00,60
1991-08-16 13:00:00,42
1991-08-16 13:20:00,42
1991-08-16 13:40:00,63
1991-08-16 14:00:00,77
1991-08-16 14:20:00,77
1991-08-16 14:40:00,33
1991-08-16 15:00:00,50
1991-08-16 15:20:00,50
1991-08-16 15:40:00,70
1991-08-16 16:00:00,70
1991-08-16 16:20:00,60
1991-08-16 16:40:00,53
1991-08-16 17:00:00,43
1991-08-16 17:20:00,43
1991-08-16 17:40:00,33
1991-08-16 18:00:00,33
1991-08-16 19:00:00,40
1991-08-16 19:20:00,40
1991-08-16 19:40:00,40
1991-08-16 20:00:00,63
1991-08-16 20:20:00,48
1991-08-16 20:40:00,53
1991-08-16 21:00:00,53
1991-08-16 21:20:00,73
1991-08-16 21:40:00,68
1991-08-16 22:00:00,68
1991-08-16 22:20:00,77
1991-08-16 22:40:00,37
1991-08-16 23:00:00,37
1991-08-16 23:20:00,37
1991-08-16 23:40:00,37
1991-08-17 00:00:00,37
1991-08-17 00:20:00,37
1991-08-17 00:40:00,37
1991-08-17 01:00:00,37
1991-08-17 01:20:00,37
1991-08-17 01:40:00,37
1991-08-17 02:00:00,37
1991-08-17 02:20:00,43
1991-08-17 02:40:00,43
1991-08-17 03:00:00,43
1991-08-17 03:20:00,43
1991-08-17 03:40:00,43
1991-08-17 04:00:00,43
1991-08-17 04:20:00,43
1991-08-17 04:40:00,43
1991-08-17 05:00:00,43
1991-08-17 05:20:00,43
1991-08-17 05:40:00,37
1991-08-17 06:00:00,37
1991-08-17 06:20:00,43
1991-08-17 06:40:00,43
1991-08-17 07:00:00,43
1991-08-17 07:20:00,37
1991-08-17 07:40:00,37
1991-08-17 08:00:00,33
1991-08-17 08:20:00,43
1991-08-17 08:40:00,40
1991-08-17 09:00:00,37
1991-08-17 09:20:00,37
1991-08-17 09:40:00,37
1991-08-17 10:00:00,43
1991-08-17 10:20:00,50
1991-08-17 10:40:00,47
1991-08-17 11:00:00,57
1991-08-17 11:20:00,57
1991-08-17 11:40:00,33
1991-08-17 12:00:00,43
1991-08-17 12:20:00,67
1991-08-17 12:40:00,50
1991-08-17 13:00:00,30
1991-08-17 13:20:00,40
1991-08-17 13:40:00,42
1991-08-17 14:00:00,40
1991-08-17 14:20:00,30
1991-08-17 14:40:00,57
1991-08-17 15:00:00,50
1991-08-17 15:20:00,50
1991-08-17 15:40:00,60
1991-08-17 16:00:00,47
1991-08-17 16:20:00,50
1991-08-17 16:40:00,54
1991-08-17 17:00:00,54
1991-08-17 17:20:00,50
1991-08-17 17:40:00,40
1991-08-17 18:00:00,23
1991-08-17 18:20:00,50
1991-08-17 18:40:00,60
1991-08-17 19:40:00,43
1991-08-17 20:00:00,43
1991-08-17 20:20:00,37
1991-08-17 20:40:00,53
1991-08-17 21:00:00,53
1991-08-17 21:20:00,45
1991-08-17 21:40:00,43
1991-08-17 22:00:00,33
1991-08-17 22:20:00,47
1991-08-17 22:40:00,50
1991-08-17 23:00:00,35
1991-08-17 23:20:00,37
1991-08-17 23:40:00,50
1991-08-18 00:00:00,53
1991-08-18 00:20:00,53
1991-08-18 00:40:00,53
1991-08-18 01:00:00,53
1991-08-18 01:20:00,53
1991-08-18 01:40:00,53
1991-08-18 02:00:00,53
1991-08-18 02:20:00,53
1991-08-18 02:40:00,53
1991-08-18 03:00:00,40
1991-08-18 03:20:00,40
1991-08-18 03:40:00,40
1991-08-18 04:00:00,40
1991-08-18 04:20:00,40
1991-08-18 04:40:00,40
1991-08-18 05:00:00,40
1991-08-18 05:20:00,40
1991-08-18 05:40:00,43
1991-08-18 06:00:00,70
1991-08-18 06:20:00,37
1991-08-18 06:40:00,33
1991-08-18 07:00:00,63
1991-08-18 07:20:00,47
1991-08-18 07:40:00,40
1991-08-18 08:00:00,63
1991-08-18 08:20:00,50
1991-08-18 08:40:00,47
1991-08-18 09:00:00,73
1991-08-18 09:20:00,43
1991-08-18 09:40:00,50
1991-08-18 10:00:00,33
1991-08-18 10:20:00,38
1991-08-18 10:40:00,50
1991-08-18 11:00:00,33
1991-08-18 11:20:00,32
1991-08-18 11:40:00,37
1991-08-18 12:00:00,33
1991-08-18 12:20:00,30
1991-08-18 12:40:00,33
1991-08-18 13:00:00,33
1991-08-18 13:20:00,43
1991-08-18 13:40:00,43
1991-08-18 14:00:00,50
1991-08-18 14:20:00,57
1991-08-18 14:40:00,40
1991-08-18 15:00:00,40
1991-08-18 15:20:00,43
1991-08-18 15:40:00,33
1991-08-18 16:00:00,37
1991-08-18 16:20:00,43
1991-08-18 16:40:00,43
1991-08-18 17:00:00,33
1991-08-18 17:20:00,33
1991-08-18 17:40:00,33
1991-08-18 18:00:00,33
1991-08-18 18:20:00,35
1991-08-18 18:40:00,27
1991-08-18 19:00:00,43
1991-08-18 19:20:00,42
1991-08-18 19:40:00,33
1991-08-18 20:00:00,33
1991-08-18 20:20:00,47
1991-08-18 20:40:00,40
1991-08-18 21:00:00,40
1991-08-18 21:20:00,37
1991-08-18 21:40:00,30
1991-08-18 22:00:00,30
1991-08-18 22:20:00,30
1991-08-18 22:40:00,30
1991-08-18 23:00:00,30
1991-08-18 23:20:00,30
1991-08-18 23:40:00,30
1991-08-19 00:00:00,30
1991-08-19 00:20:00,30
1991-08-19 00:40:00,30
1991-08-19 01:00:00,30
1991-08-19 01:20:00,30
1991-08-19 01:40:00,60
1991-08-19 02:00:00,60
1991-08-19 02:20:00,60
1991-08-19 02:40:00,60
1991-08-19 03:00:00,60
1991-08-19 03:20:00,60
1991-08-19 03:40:00,60
1991-08-19 04:00:00,60
1991-08-19 04:20:00,60
1991-08-19 04:40:00,50
1991-08-19 05:00:00,63
1991-08-19 05:20:00,48
1991-08-19 05:40:00,45
1991-08-19 06:00:00,67
1991-08-19 06:20:00,47
1991-08-19 06:40:00,48
1991-08-19 07:00:00,52
1991-08-19 07:20:00,42
1991-08-19 07:40:00,32
1991-08-19 08:00:00,67
1991-08-19 08:20:00,50
1991-08-19 08:40:00,50
1991-08-19 09:00:00,47
1991-08-19 09:20:00,65
1991-08-19 09:40:00,60
1991-08-19 10:00:00,60
1991-08-19 10:20:00,60
1991-08-19 10:40:00,65
1991-08-19 11:00:00,43
1991-08-19 11:20:00,45
1991-08-19 11:40:00,53
1991-08-19 12:00:00,63
1991-08-19 12:20:00,53
1991-08-19 12:40:00,42
1991-08-19 13:00:00,70
1991-08-19 13:20:00,53
1991-08-19 13:40:00,80
1991-08-19 14:00:00,43
1991-08-19 14:20:00,70
1991-08-19 14:40:00,72
1991-08-19 15:00:00,80
1991-08-19 15:20:00,60
1991-08-19 15:40:00,40
1991-08-19 16:00:00,45
1991-08-19 16:20:00,43
1991-08-19 16:40:00,57
1991-08-19 17:00:00,53
1991-08-19 17:20:00,57
1991-08-19 17:40:00,57
1991-08-19 18:00:00,57
1991-08-19 18:20:00,77
1991-08-19 18:40:00,43
1991-08-19 19:00:00,43
1991-08-19 19:20:00,60
1991-08-19 19:40:00,45
1991-08-19 20:00:00,33
1991-08-19 20:20:00,68
1991-08-19 20:40:00,60
1991-08-19 21:00:00,43
1991-08-19 21:20:00,47
1991-08-19 21:40:00,42
1991-08-19 22:00:00,57
1991-08-19 22:20:00,50
1991-08-19 22:40:00,50
1991-08-19 23:00:00,50
1991-08-19 23:20:00,50
1991-08-19 23:40:00,50
1991-08-20 00:00:00,50
1991-08-20 00:20:00,50
1991-08-20 00:40:00,50
1991-08-20 01:00:00,50
1991-08-20 01:20:00,50
1991-08-20 01:40:00,37
1991-08-20 02:00:00,37
1991-08-20 02:20:00,37
1991-08-20 02:40:00,37
1991-08-20 03:00:00,37
1991-08-20 03:20:00,37
1991-08-20 03:40:00,37
1991-08-20 04:00:00,37
1991-08-20 04:20:00,37
1991-08-20 04:40:00,37
1991-08-20 05:00:00,53
1991-08-20 05:20:00,40
1991-08-20 05:40:00,45
1991-08-20 06:00:00,63
1991-08-20 06:20:00,60
1991-08-20 06:40:00,47
1991-08-20 07:00:00,62
1991-08-20 07:20:00,62
1991-08-20 07:40:00,55
1991-08-20 08:00:00,57
1991-08-20 08:20:00,70
1991-08-20 08:40:00,50
1991-08-20 09:00:00,57
1991-08-20 09:20:00,48
1991-08-20 09:40:00,62
1991-08-20 10:00:00,45
1991-08-20 10:20:00,57
1991-08-20 10:40:00,53
1991-08-20 11:00:00,57
1991-08-20 11:20:00,57
1991-08-20 11:40:00,57
1991-08-20 12:00:00,65
1991-08-20 12:20:00,47
1991-08-20 12:40:00,57
1991-08-20 13:00:00,70
1991-08-20 13:20:00,50
1991-08-20 13:40:00,40
1991-08-20 14:00:00,40
1991-08-20 14:20:00,77
1991-08-20 14:40:00,72
1991-08-20 15:00:00,75
1991-08-20 15:20:00,57
1991-08-20 15:40:00,45
1991-08-20 16:00:00,37
1991-08-20 16:20:00,65
1991-08-20 16:40:00,62
1991-08-20 17:00:00,80
1991-08-20 17:20:00,40
1991-08-20 17:40:00,63
1991-08-20 18:00:00,50
1991-08-20 18:20:00,57
1991-08-20 18:40:00,47
1991-08-20 19:00:00,57
1991-08-20 19:20:00,53
1991-08-20 19:40:00,43
1991-08-20 20:00:00,53
1991-08-20 20:20:00,35
1991-08-20 20:40:00,40
1991-08-20 21:00:00,43
1991-08-20 21:20:00,57
1991-08-20 21:40:00,37
1991-08-20 22:00:00,57
1991-08-20 22:20:00,53
1991-08-20 22:40:00,30
1991-08-20 23:00:00,30
1991-08-20 23:20:00,30
1991-08-20 23:40:00,30
1991-08-21 00:00:00,30
1991-08-21 00:20:00,30
1991-08-21 00:40:00,30
1991-08-21 01:00:00,30
1991-08-21 01:20:00,30
1991-08-21 01:40:00,43
1991-08-21 02:00:00,43
1991-08-21 02:20:00,43
1991-08-21 02:40:00,43
1991-08-21 03:00:00,43
1991-08-21 03:20:00,43
1991-08-21 03:40:00,43
1991-08-21 04:00:00,43
1991-08-21 04:20:00,43
1991-08-21 04:40:00,37
1991-08-21 05:00:00,70
1991-08-21 05:20:00,38
1991-08-21 05:40:00,43
1991-08-21 06:00:00,67
1991-08-21 06:20:00,40
1991-08-21 06:40:00,43
1991-08-21 07:00:00,63
1991-08-21 07:20:00,47
1991-08-21 07:40:00,38
1991-08-21 08:00:00,50
1991-08-21 08:20:00,33
1991-08-21 08:40:00,40
1991-08-21 09:00:00,40
1991-08-21 09:20:00,47
1991-08-21 09:40:00,55
1991-08-21 10:00:00,43
1991-08-21 10:20:00,43
1991-08-21 10:40:00,52
1991-08-21 11:00:00,47
1991-08-21 11:20:00,50
1991-08-21 11:40:00,53
1991-08-21 12:00:00,60
1991-08-21 12:20:00,45
1991-08-21 12:40:00,45
1991-08-21 13:00:00,55
1991-08-21 13:20:00,43
1991-08-21 13:40:00,33
1991-08-21 14:00:00,48
1991-08-21 14:20:00,50
1991-08-21 14:40:00,43
1991-08-21 15:00:00,37
1991-08-21 15:20:00,78
1991-08-21 15:40:00,60
1991-08-21 16:00:00,67
1991-08-21 16:20:00,50
1991-08-21 16:40:00,83
1991-08-21 17:00:00,47
1991-08-21 17:20:00,45
1991-08-21 17:40:00,33
1991-08-21 18:00:00,35
1991-08-21 18:20:00,60
1991-08-21 18:40:00,57
1991-08-21 19:00:00,57
1991-08-21 19:20:00,70
1991-08-21 19:40:00,57
1991-08-21 20:00:00,67
1991-08-21 20:20:00,73
1991-08-21 20:40:00,73
1991-08-21 21:00:00,57
1991-08-21 21:20:00,57
1991-08-21 21:40:00,72
1991-08-21 22:00:00,38
1991-08-21 22:20:00,47
1991-08-21 22:40:00,73
1991-08-21 23:00:00,37
1991-08-21 23:20:00,37
1991-08-21 23:40:00,37
1991-08-22 00:00:00,37
1991-08-22 00:20:00,37
1991-08-22 00:40:00,37
1991-08-22 01:00:00,37
1991-08-22 01:20:00,37
1991-08-22 01:40:00,37
1991-08-22 02:00:00,37
1991-08-22 02:20:00,38
1991-08-22 02:40:00,38
1991-08-22 03:00:00,38
1991-08-22 03:20:00,38
1991-08-22 03:40:00,38
1991-08-22 04:00:00,38
1991-08-22 04:20:00,38
1991-08-22 04:40:00,38
1991-08-22 05:00:00,38
1991-08-22 05:20:00,43
1991-08-22 05:40:00,50
1991-08-22 06:00:00,63
1991-08-22 06:20:00,53
1991-08-22 06:40:00,52
1991-08-22 07:00:00,42
1991-08-22 07:20:00,40
1991-08-22 07:40:00,42
1991-08-22 08:00:00,58
1991-08-22 08:20:00,67
1991-08-22 08:40:00,60
1991-08-22 09:00:00,50
1991-08-22 09:20:00,67
1991-08-22 09:40:00,50
1991-08-22 10:00:00,47
1991-08-22 10:20:00,47
1991-08-22 10:40:00,72
1991-08-22 11:00:00,30
1991-08-22 11:20:00,30
1991-08-22 11:40:00,45
1991-08-22 12:00:00,50
1991-08-22 12:20:00,37
1991-08-22 12:40:00,53
1991-08-22 13:00:00,53
1991-08-22 13:20:00,63
1991-08-22 13:40:00,47
1991-08-22 14:00:00,67
1991-08-22 14:20:00,97
1991-08-22 14:40:00,67
1991-08-22 15:00:00,50
1991-08-22 15:20:00,63
1991-08-22 15:40:00,50
1991-08-22 16:00:00,45
1991-08-22 16:20:00,67
1991-08-22 16:40:00,65
1991-08-22 17:00:00,67
1991-08-22 17:20:00,43
1991-08-22 17:40:00,60
1991-08-22 18:00:00,48
1991-08-22 18:20:00,60
1991-08-22 18:40:00,63
1991-08-22 19:00:00,50
1991-08-22 19:20:00,40
1991-08-22 19:40:00,42
1991-08-22 20:00:00,67
1991-08-22 20:20:00,33
1991-08-22 20:40:00,30
1991-08-22 21:00:00,47
1991-08-22 21:20:00,58
1991-08-22 21:40:00,37
1991-08-22 22:00:00,43
1991-08-22 22:20:00,57
1991-08-22 22:40:00,37
1991-08-22 23:00:00,37
1991-08-22 23:20:00,37
1991-08-22 23:40:00,37
1991-08-23 00:00:00,37
1991-08-23 00:20:00,37
1991-08-23 00:40:00,37
1991-08-23 01:00:00,37
1991-08-23 01:20:00,37
1991-08-23 01:40:00,50
1991-08-23 02:00:00,50
1991-08-23 02:20:00,50
1991-08-23 02:40:00,50
1991-08-23 03:00:00,50
1991-08-23 03:20:00,50
1991-08-23 03:40:00,50
1991-08-23 04:00:00,50
1991-08-23 04:20:00,50
1991-08-23 04:40:00,50
1991-08-23 05:00:00,63
1991-08-23 05:20:00,42
1991-08-23 05:40:00,53
1991-08-23 06:00:00,50
1991-08-23 06:20:00,50
1991-08-23 06:40:00,50
1991-08-23 07:00:00,37
1991-08-23 07:20:00,52
1991-08-23 07:40:00,55
1991-08-23 08:00:00,70
1991-08-23 08:20:00,57
1991-08-23 08:40:00,57
1991-08-23 09:00:00,57
1991-08-23 09:20:00,47
1991-08-23 09:40:00,63
1991-08-23 10:00:00,57
1991-08-23 10:20:00,43
1991-08-23 10:40:00,63
1991-08-23 11:00:00,50
1991-08-23 11:20:00,43
1991-08-23 11:40:00,70
1991-08-23 12:00:00,47
1991-08-23 12:20:00,50
1991-08-23 12:40:00,50
1991-08-23 13:00:00,70
1991-08-23 13:20:00,48
1991-08-23 13:40:00,48
1991-08-23 14:00:00,67
1991-08-23 14:20:00,67
1991-08-23 14:40:00,67
1991-08-23 15:20:00,37
1991-08-23 16:00:00,75
1991-08-23 16:20:00,73
1991-08-23 16:40:00,48
1991-08-23 17:00:00,53
1991-08-23 17:20:00,58
1991-08-23 17:40:00,45
1991-08-23 18:00:00,43
1991-08-23 18:20:00,50
1991-08-23 18:40:00,42
1991-08-23 19:00:00,40
1991-08-23 19:20:00,57
1991-08-23 19:40:00,50
1991-08-23 20:00:00,43
1991-08-23 20:20:00,73
1991-08-23 20:40:00,67
1991-08-23 21:00:00,47
1991-08-23 21:20:00,43
1991-08-23 21:40:00,47
1991-08-23 22:00:00,43
1991-08-23 22:20:00,23
1991-08-23 22:40:00,43
1991-08-23 23:00:00,43
1991-08-23 23:20:00,43
1991-08-23 23:40:00,43
1991-08-24 00:00:00,43
1991-08-24 00:20:00,43
1991-08-24 00:40:00,43
1991-08-24 01:00:00,43
1991-08-24 01:20:00,43
1991-08-24 01:40:00,43
1991-08-24 02:00:00,43
1991-08-24 02:20:00,43
1991-08-24 02:40:00,43
1991-08-24 03:00:00,43
1991-08-24 03:20:00,43
1991-08-24 03:40:00,43
1991-08-24 04:00:00,43
1991-08-24 04:20:00,43
1991-08-24 04:40:00,43
1991-08-24 05:00:00,43
1991-08-24 05:20:00,43
1991-08-24 05:40:00,50
1991-08-24 06:00:00,50
1991-08-24 06:20:00,37
1991-08-24 06:40:00,38
1991-08-24 07:00:00,38
1991-08-24 07:20:00,60
1991-08-24 07:40:00,50
1991-08-24 08:00:00,50
1991-08-24 08:20:00,37
1991-08-24 08:40:00,50
1991-08-24 09:00:00,33
1991-08-24 09:20:00,37
1991-08-24 09:40:00,80
1991-08-24 10:00:00,70
1991-08-24 10:20:00,38
1991-08-24 10:40:00,57
1991-08-24 11:00:00,68
1991-08-24 11:20:00,48
1991-08-24 11:40:00,80
1991-08-24 12:00:00,50
1991-08-24 12:20:00,43
1991-08-24 12:40:00,52
1991-08-24 13:00:00,38
1991-08-24 13:20:00,62
1991-08-24 13:40:00,42
1991-08-24 14:00:00,73
1991-08-24 14:20:00,32
1991-08-24 14:40:00,50
1991-08-24 15:00:00,62
1991-08-24 15:20:00,27
1991-08-24 15:40:00,27
1991-08-24 16:00:00,50
1991-08-24 16:20:00,63
1991-08-24 16:40:00,63
1991-08-24 17:00:00,57
1991-08-24 17:20:00,47
1991-08-24 17:40:00,53
1991-08-24 18:00:00,30
1991-08-24 18:20:00,50
1991-08-24 18:40:00,97
1991-08-24 19:00:00,97
1991-08-24 19:20:00,38
1991-08-24 19:40:00,33
1991-08-24 20:00:00,57
1991-08-24 20:20:00,78
1991-08-24 20:40:00,63
1991-08-24 21:00:00,63
1991-08-24 21:20:00,53
1991-08-24 21:40:00,47
1991-08-24 22:00:00,33
1991-08-24 22:20:00,40
1991-08-24 22:40:00,40
1991-08-24 23:00:00,43
1991-08-24 23:20:00,33
1991-08-24 23:40:00,33
1991-08-25 00:00:00,43
